player_id,username,alpha_mean,alpha_lwr,alpha_upr,beta_mean,beta_lwr,beta_upr,prob_beta_positive,elo_change_mean,elo_change_lwr,elo_change_upr,trajectory_class,evidence_strength
131,mamoste_72,1774.726124693711,1735.1444922947367,1874.66684634307,-12.431980217218616,-57.91726109781303,25.13403904848036,0.19925,-24.86396043443723,-115.83452219562606,50.26807809696072,stable/uncertain,0.30074999999999996
187,sidhant007,1747.9905594270303,1728.329796924762,1780.204217201723,-11.455934732545357,-53.53505007281199,30.411910815623795,0.2005,-22.911869465090714,-107.07010014562398,60.82382163124759,stable/uncertain,0.2995
120,lazoupina,1765.3885687088575,1734.2031495764556,1841.3927810031669,-11.979131176249922,-53.35101210682314,24.268838514607275,0.201,-23.958262352499844,-106.70202421364628,48.53767702921455,stable/uncertain,0.299
164,pawnbreaker1000,1750.5300790748097,1733.3812380816598,1788.6511192607059,-11.747062826929138,-54.69764921921079,35.86723215497784,0.2025,-23.494125653858276,-109.39529843842158,71.73446430995568,stable/uncertain,0.2975
101,isidrov,1755.3891101844247,1734.377732378515,1805.91634395422,-13.011257404904685,-62.512614518018886,33.47854116980583,0.20275,-26.02251480980937,-125.02522903603777,66.95708233961166,stable/uncertain,0.29725
117,krish0202,1735.7821267777902,1694.2257418131967,1767.444715189491,-11.177086803280504,-50.739687381044234,35.01853032141891,0.20275,-22.35417360656101,-101.47937476208847,70.03706064283782,stable/uncertain,0.29725
160,oleksandr7chess,1748.3295416901367,1725.3270245384442,1789.339200032694,-14.805224138524437,-72.51806167674911,32.83254408326515,0.20675,-29.610448277048874,-145.03612335349823,65.6650881665303,stable/uncertain,0.29325
26,bernhard_gambit,1749.6178250418625,1728.0238742341876,1786.2652415385098,-11.204558825387306,-51.256417971653306,30.776163138281152,0.2075,-22.40911765077461,-102.51283594330661,61.552326276562304,stable/uncertain,0.2925
149,monkeydluffy02,1747.3885585448786,1731.3003354736484,1779.2510007080011,-10.979005507557815,-50.98508650322265,27.388672977200258,0.20775,-21.95801101511563,-101.9701730064453,54.777345954400516,stable/uncertain,0.29225
208,timur1960,1754.4155928753507,1733.7251668327078,1800.977982233638,-10.290608718724435,-48.81207103690698,27.857238769251193,0.21325,-20.58121743744887,-97.62414207381396,55.714477538502386,stable/uncertain,0.28675
36,brown1sebo,1761.4677470514612,1733.8927407673903,1838.8604030882111,-12.058626380941194,-60.02228001181579,35.75509077529951,0.21525,-24.117252761882387,-120.04456002363158,71.51018155059901,stable/uncertain,0.28475
34,brino,1773.6440845698735,1735.2070711752226,1875.7552865986734,-12.06503095115254,-64.04000223031544,33.463128908459055,0.21725,-24.13006190230508,-128.08000446063087,66.92625781691811,stable/uncertain,0.28275
209,timurkhaan,1769.7179646806187,1735.140958440797,1866.3840534534306,-11.545304562861837,-61.840571830592545,34.98649122440692,0.21725,-23.090609125723674,-123.68114366118509,69.97298244881384,stable/uncertain,0.28275
20,asssavvs,1764.486739528936,1733.9105092420507,1839.6699362689806,-11.417237170298186,-61.865345249734936,33.500249385950944,0.218,-22.834474340596373,-123.73069049946987,67.00049877190189,stable/uncertain,0.28200000000000003
78,fumy,1722.310047986116,1647.726845315351,1758.7924350230087,-10.428827297793044,-53.242180875302246,44.3909512347932,0.21925,-20.857654595586087,-106.48436175060449,88.7819024695864,stable/uncertain,0.28075
121,leanderalvarezg,1776.917754386673,1734.159095171199,1885.7531458733959,-11.373270074826529,-60.34538281945548,27.45029548204353,0.2195,-22.746540149653057,-120.69076563891096,54.90059096408706,stable/uncertain,0.28049999999999997
77,frenteboqueron,1726.4047375428754,1662.059638007916,1764.8669785336517,-10.331282174451195,-50.04863832020774,42.26686890802702,0.22,-20.66256434890239,-100.09727664041549,84.53373781605404,stable/uncertain,0.28
113,kings-gaambit,1726.2876700259899,1662.8657761606858,1764.039801045304,-11.278830227646678,-57.3031431098186,46.6731098368902,0.22,-22.557660455293355,-114.6062862196372,93.3462196737804,stable/uncertain,0.28
29,betontoni,1739.0608342452217,1708.3702699163377,1772.2610305388705,-9.55124441716722,-48.957952994449755,45.14776702664925,0.2205,-19.10248883433444,-97.91590598889951,90.2955340532985,stable/uncertain,0.27949999999999997
194,sorin1111,1748.0838467232727,1726.0467972464933,1784.9685287553789,-10.933825886624994,-55.82825402412042,36.94396528128735,0.222,-21.86765177324999,-111.65650804824084,73.8879305625747,stable/uncertain,0.278
74,forhayley,1772.6704797263706,1735.2844225057947,1870.5565929788593,-10.958533408019967,-55.26997753004573,30.797249439167928,0.22275,-21.917066816039934,-110.53995506009146,61.594498878335855,stable/uncertain,0.27725
177,rodion29091981,1717.5336205328656,1630.2343896279292,1758.5338991178255,-10.999268681463159,-57.66075050998503,45.93499263517828,0.22575,-21.998537362926317,-115.32150101997006,91.86998527035657,stable/uncertain,0.27425
108,kackilacki,1771.8333146873276,1733.4465879967404,1871.0702044435252,-11.550412964798548,-61.381856709559315,32.61755202405885,0.226,-23.100825929597097,-122.76371341911863,65.2351040481177,stable/uncertain,0.274
132,mandarine,1753.2887143136527,1733.9209212154751,1794.1473971114467,-10.02564396473087,-51.70939856069439,31.532211610392732,0.226,-20.05128792946174,-103.41879712138878,63.064423220785464,stable/uncertain,0.274
213,tsunami6141,1746.520670854008,1717.0684725634628,1789.5072657800417,-10.534818587533689,-57.56060217337269,39.37995302708353,0.226,-21.069637175067378,-115.12120434674539,78.75990605416706,stable/uncertain,0.274
207,timka3,1727.0467918944335,1663.6226655530868,1763.7699605159974,-10.573199128180192,-52.379981816453295,36.380427590447816,0.22675,-21.146398256360385,-104.75996363290659,72.76085518089563,stable/uncertain,0.27325
39,cedozr,1770.1714186505228,1734.2838132047546,1862.8748609538359,-11.765027837411825,-60.15477614863023,29.096761136331487,0.227,-23.53005567482365,-120.30955229726047,58.193522272662975,stable/uncertain,0.273
161,olive75,1744.4306981339078,1710.6398722300912,1785.5820787492132,-12.6955733926012,-72.42348716568499,38.07829112762431,0.22925,-25.3911467852024,-144.84697433136998,76.15658225524862,stable/uncertain,0.27075
168,pierreedgl,1746.6226014504864,1724.267363564715,1783.351823265722,-10.818927994095999,-57.551762325148054,37.10415698785593,0.22925,-21.637855988191998,-115.10352465029611,74.20831397571186,stable/uncertain,0.27075
96,iliyanstoyanov,1750.8294273090628,1734.18649646108,1786.8215573857565,-9.069161014349506,-47.20203297795112,33.2265321585787,0.23075,-18.13832202869901,-94.40406595590224,66.4530643171574,stable/uncertain,0.26925
170,quimsonabella_d,1756.5188668981516,1733.6264397541502,1813.231862758526,-10.50767339951474,-57.33231378016203,33.849874077372164,0.23075,-21.01534679902948,-114.66462756032406,67.69974815474433,stable/uncertain,0.26925
24,barlog,1757.2748940219979,1732.9224819301346,1816.5914466280096,-10.666769241082374,-59.71477286556354,37.00285462681924,0.2325,-21.333538482164748,-119.42954573112708,74.00570925363849,stable/uncertain,0.26749999999999996
163,orraz,1764.4827584980808,1734.8123532710397,1851.1793457776268,-10.652759764791897,-59.01824880352029,39.3647630086628,0.23375,-21.305519529583794,-118.03649760704057,78.7295260173256,stable/uncertain,0.26625
1,abomohamad222,1771.8842535173687,1735.360283564778,1869.2057830716951,-11.29373955333446,-61.387445603230056,31.714805339345627,0.2345,-22.58747910666892,-122.77489120646011,63.429610678691255,stable/uncertain,0.2655
104,jeffersongyn,1740.141404904949,1708.7481756622858,1768.090591187987,-9.97157635206332,-57.009822303554316,36.60239518204132,0.235,-19.94315270412664,-114.01964460710863,73.20479036408264,stable/uncertain,0.265
215,uls1,1767.5894744328243,1733.3232615575794,1851.1113391226734,-10.021812282218338,-53.65065745782262,31.334986406248298,0.239,-20.043624564436676,-107.30131491564524,62.669972812496596,stable/uncertain,0.261
51,darkknight20201,1730.8130267579565,1680.6987041578132,1757.1094662394796,-8.880707034825104,-48.175940968583724,37.04619219843102,0.2395,-17.761414069650208,-96.35188193716745,74.09238439686204,stable/uncertain,0.2605
174,renameduser,1757.3744520147523,1734.8315975505943,1815.2647040775548,-10.753503508786546,-57.651914667900044,32.06678463552858,0.24025,-21.50700701757309,-115.30382933580009,64.13356927105715,stable/uncertain,0.25975000000000004
206,thoralfb,1768.8363043461839,1734.4564680359863,1853.3549523603563,-9.400991487592206,-53.61252002962234,34.4265200718978,0.2415,-18.801982975184412,-107.22504005924468,68.8530401437956,stable/uncertain,0.2585
151,mr_leke,1749.483275585794,1734.132418883869,1784.0347586574712,-8.989923660094835,-50.06903397643122,34.668436027745116,0.24275,-17.97984732018967,-100.13806795286244,69.33687205549023,stable/uncertain,0.25725
30,bharath07,1760.2786222465709,1734.3233795018916,1823.9101748751225,-9.749918052533289,-52.97151986791277,28.926073764183663,0.2435,-19.499836105066578,-105.94303973582554,57.852147528367325,stable/uncertain,0.2565
85,grandmaster_riki,1765.0172643674114,1733.6022272408813,1843.1795058565579,-8.998529374180777,-50.85618553150797,32.05569919119324,0.244,-17.997058748361553,-101.71237106301594,64.11139838238648,stable/uncertain,0.256
16,antarayatish,1758.592926881041,1732.1743460876114,1829.5854104843831,-9.180648568260434,-58.89158322875799,41.58086906750943,0.24475,-18.361297136520868,-117.78316645751597,83.16173813501887,stable/uncertain,0.25525
46,crazygross,1765.237168463628,1734.0174857714962,1840.9535884791965,-10.220973896785639,-55.1904892813015,28.158700563691667,0.2465,-20.441947793571277,-110.380978562603,56.317401127383334,stable/uncertain,0.2535
134,marfil24,1718.4719560323251,1627.1469364114762,1767.9323724295182,-7.339323973624615,-44.34348872970512,47.69875531762096,0.24675,-14.67864794724923,-88.68697745941024,95.39751063524191,stable/uncertain,0.25325
105,jteles,1740.7120589435572,1714.3928586615405,1766.2076859030715,-8.9808840429779,-48.72008531202919,33.412073980176075,0.2475,-17.9617680859558,-97.44017062405838,66.82414796035215,stable/uncertain,0.2525
28,betobastos,1725.8775483459183,1653.419164832771,1765.1705064135233,-9.219204525137501,-59.04047648700644,44.84769966710408,0.24775,-18.438409050275002,-118.08095297401287,89.69539933420816,stable/uncertain,0.25225
188,sidhatkar,1746.6668916518809,1728.8664115112542,1778.3080552922183,-9.01094765631565,-49.49633758245844,39.25109521557875,0.24775,-18.0218953126313,-98.99267516491688,78.5021904311575,stable/uncertain,0.25225
93,hobbys1,1715.482307507944,1623.5503890593118,1756.5963777578454,-8.107693751690697,-50.86716166672672,49.818849517897526,0.24875,-16.215387503381393,-101.73432333345345,99.63769903579505,stable/uncertain,0.25125
10,already_dead,1741.3166412670362,1715.6154917352067,1766.464545690538,-8.450941919383991,-44.76434019690319,34.93029150005907,0.2505,-16.901883838767983,-89.52868039380638,69.86058300011814,stable/uncertain,0.2495
145,michaelschumi05,1743.9193015450517,1722.6616934276303,1776.8187842761608,-8.112201227073838,-47.24243618882817,36.74144691353456,0.2515,-16.224402454147675,-94.48487237765634,73.48289382706912,stable/uncertain,0.2485
119,laverman,1760.1967348681014,1735.1927838285008,1817.709109161817,-8.115911265331569,-49.74935037479346,35.308377624874446,0.25425,-16.231822530663138,-99.49870074958692,70.61675524974889,stable/uncertain,0.24575000000000002
190,sirinberber,1760.059741766733,1734.053761824613,1822.1145926348765,-8.918390871995298,-51.9248341556184,34.982182067674856,0.25475,-17.836781743990596,-103.8496683112368,69.96436413534971,stable/uncertain,0.24525000000000002
154,nahipsi,1750.4452540332366,1732.7472408539763,1787.9803718265023,-8.98829049133358,-51.82897373400247,38.050433613440966,0.255,-17.97658098266716,-103.65794746800493,76.10086722688193,stable/uncertain,0.245
210,toposnupy,1787.1153486063347,1734.5053600252802,1922.3389066317984,-9.83684893638793,-63.6364931090629,31.641678024725135,0.25875,-19.67369787277586,-127.2729862181258,63.28335604945027,stable/uncertain,0.24125000000000002
162,oluap46824,1792.5951097353443,1735.2108644299672,1948.1899806960496,-10.466006260224002,-72.4193348347292,31.1875899369263,0.2605,-20.932012520448005,-144.8386696694584,62.3751798738526,stable/uncertain,0.2395
41,chess-no-mess,1744.0088530333485,1715.616832862379,1778.0362638375498,-8.71493657509686,-56.1719709430336,39.88770965326841,0.26225,-17.42987315019372,-112.3439418860672,79.77541930653682,stable/uncertain,0.23775000000000002
97,improbable66,1759.45306544406,1734.7140735772552,1820.4452201604875,-8.526764954949545,-54.877491798356566,32.27451489230333,0.26225,-17.05352990989909,-109.75498359671313,64.54902978460666,stable/uncertain,0.23775000000000002
127,luisk110,1726.6849714011062,1659.22284212586,1765.749181613729,-6.5510212712276585,-43.007727377820196,45.58243494154951,0.26275,-13.102042542455317,-86.01545475564039,91.16486988309902,stable/uncertain,0.23725000000000002
128,magnup,1748.7431035952004,1725.495418395355,1793.631256414812,-8.513661343073874,-54.70542213017424,41.41836358315791,0.26425,-17.02732268614775,-109.41084426034848,82.83672716631582,stable/uncertain,0.23575000000000002
103,jeevs1970,1749.5642789006529,1732.7280730723821,1783.2750135130304,-7.9591309001110195,-47.75633870456161,33.14847610325353,0.265,-15.918261800222039,-95.51267740912321,66.29695220650706,stable/uncertain,0.235
212,tricky_kid,1746.2072897838432,1727.6173945384355,1777.07802122648,-8.341946268544326,-53.446479191545606,35.10025956423229,0.265,-16.683892537088653,-106.89295838309121,70.20051912846458,stable/uncertain,0.235
23,bahatodinks,1752.0780690775837,1733.3289622036223,1791.8856024018764,-7.924127651967863,-48.08256154559276,33.62568516566679,0.2665,-15.848255303935726,-96.16512309118552,67.25137033133358,stable/uncertain,0.23349999999999999
196,sunil1kalam,1722.7424814745195,1643.9950487037775,1760.415997136095,-7.5168539094421405,-52.031539714448435,49.76351420137869,0.26675,-15.033707818884281,-104.06307942889687,99.52702840275738,stable/uncertain,0.23325
44,chocolatito93,1739.9806123125684,1712.349451280296,1765.2325427998026,-7.625819957929684,-46.25230612887342,38.05839996469155,0.268,-15.251639915859368,-92.50461225774684,76.1167999293831,stable/uncertain,0.23199999999999998
185,sergey_nikolaevich01,1753.0696769320743,1734.1658154071624,1798.4298185283506,-8.137620246849224,-50.63083181627081,38.2224642208301,0.26825,-16.275240493698448,-101.26166363254163,76.4449284416602,stable/uncertain,0.23175
138,mcmati,1767.5114883279628,1734.7590464122952,1849.2916261971916,-8.13744675552827,-52.93992135495722,32.74553453375843,0.27075,-16.27489351105654,-105.87984270991444,65.49106906751686,stable/uncertain,0.22925
64,ejaj008,1733.27354330782,1681.3230177929654,1765.7823419257538,-7.061375052971571,-46.36947705756501,41.68701733743239,0.27275,-14.122750105943142,-92.73895411513001,83.37403467486477,stable/uncertain,0.22725
123,levski27,1750.888949657352,1733.089171081331,1786.9984123261631,-7.443549645437596,-48.4762586969252,36.45758802150521,0.27275,-14.887099290875192,-96.9525173938504,72.91517604301042,stable/uncertain,0.22725
65,el_centinela,1750.560873781896,1730.7448090050614,1795.5058404159122,-7.661534995696849,-52.324129232713396,41.59798873419337,0.27375,-15.323069991393698,-104.64825846542679,83.19597746838674,stable/uncertain,0.22625
38,bunnyos,1758.8938039544719,1730.2333631432232,1825.862453281537,-7.161659783553254,-51.354484593497695,43.27738077681892,0.2755,-14.323319567106507,-102.70896918699539,86.55476155363785,stable/uncertain,0.22449999999999998
172,razan1985,1751.0505216697477,1734.4427442563365,1791.31640256849,-7.4746480491383736,-47.94829875770366,39.737147370896636,0.276,-14.949296098276747,-95.89659751540732,79.47429474179327,stable/uncertain,0.22399999999999998
158,newgameplus,1781.9309616462915,1735.0838528441584,1901.8412083542812,-8.259536599572282,-59.357558180145205,35.876605129920286,0.27925,-16.519073199144565,-118.71511636029041,71.75321025984057,stable/uncertain,0.22075
62,econi21,1776.2386165102944,1735.0021308082755,1879.6762339483982,-7.9402461398600135,-51.71688578204246,32.98834554325211,0.28025,-15.880492279720027,-103.43377156408492,65.97669108650422,stable/uncertain,0.21975
106,juanitokarpov,1767.4895434413436,1734.70212269731,1850.6462308368925,-7.313983996208971,-50.25224518923185,34.827567304133176,0.28075,-14.627967992417942,-100.5044903784637,69.65513460826635,stable/uncertain,0.21925
76,fregat,1726.4481438860896,1661.0629383583785,1768.2880758628567,-5.920832652762737,-40.594590936336765,46.8987079710352,0.28125,-11.841665305525474,-81.18918187267353,93.7974159420704,stable/uncertain,0.21875
125,lucas577,1749.9918294548368,1733.081136868284,1785.8066216705533,-6.772416834133499,-46.587421710324975,35.39128974448956,0.2815,-13.544833668266998,-93.17484342064995,70.78257948897912,stable/uncertain,0.21850000000000003
92,hillarymbajjo,1725.5264896908318,1661.5558549186978,1761.7068741288076,-4.82543930005416,-37.14070840782057,46.70437320921545,0.28225,-9.65087860010832,-74.28141681564114,93.4087464184309,stable/uncertain,0.21775
110,kantaki,1759.6796314069009,1733.5410568732484,1822.0027330585353,-7.138366601173958,-47.65428382791162,35.61268993285458,0.28225,-14.276733202347916,-95.30856765582324,71.22537986570916,stable/uncertain,0.21775
199,szachistanumer1,1745.5985708817566,1727.3845226677315,1775.7011882744193,-6.10637601364316,-45.53729612658043,38.93880397351225,0.2825,-12.21275202728632,-91.07459225316086,77.8776079470245,stable/uncertain,0.21750000000000003
61,dr_hussein_najjar,1755.3046334419178,1725.4159131679448,1810.3055293497366,-6.747568550852127,-49.25207371918693,43.51695100816329,0.2835,-13.495137101704254,-98.50414743837386,87.03390201632658,stable/uncertain,0.21650000000000003
63,edgar2933,1743.9680089456522,1722.6122047853053,1774.1020454993663,-6.234784666735155,-43.36515400685847,41.03109007227173,0.28375,-12.46956933347031,-86.73030801371694,82.06218014454346,stable/uncertain,0.21625
171,raffich,1738.594144153299,1703.6337544358491,1775.1107763688115,-6.217225981506991,-42.66219912273857,41.254720442949214,0.28375,-12.434451963013982,-85.32439824547714,82.50944088589843,stable/uncertain,0.21625
11,amjd2018,1736.944827471154,1699.5347750184633,1763.403802257337,-7.264416927800628,-54.685262327358856,40.39239578571551,0.28475,-14.528833855601256,-109.37052465471771,80.78479157143101,stable/uncertain,0.21525
137,maxuz2016,1736.2253084691515,1699.8050542486342,1763.6242514311687,-6.091156618007638,-42.366243984657316,41.60720120782766,0.28475,-12.182313236015275,-84.73248796931463,83.21440241565531,stable/uncertain,0.21525
175,ricardojose123,1711.2603242473115,1604.1529234061527,1761.0323859933396,-5.838249913593535,-46.59936037607284,53.791532700320424,0.285,-11.67649982718707,-93.19872075214568,107.58306540064085,stable/uncertain,0.21500000000000002
166,petrutz,1752.6794468924284,1733.8659280466306,1793.06729711892,-6.822064898040622,-42.94844050018807,32.844178600183675,0.286,-13.644129796081245,-85.89688100037614,65.68835720036735,stable/uncertain,0.21400000000000002
68,ersin_34,1741.062468825308,1716.053727067191,1763.0257140666179,-4.22995681951057,-40.13737992571311,56.104809240827585,0.28775,-8.45991363902114,-80.27475985142623,112.20961848165517,stable/uncertain,0.21225
79,gabbu_ibm,1747.048836457888,1731.7461774063668,1779.523364191908,-7.046526982380798,-47.76241923350325,41.242469836501364,0.288,-14.093053964761596,-95.5248384670065,82.48493967300273,stable/uncertain,0.21200000000000002
81,gaminotik,1764.5559916594486,1734.027680694459,1838.2869240800808,-7.154373727094205,-54.71596642684395,38.18584180686715,0.28875,-14.30874745418841,-109.4319328536879,76.3716836137343,stable/uncertain,0.21125
2,adi_lexus,1777.8382168419296,1734.3040253685992,1895.3480910436097,-7.258139113955398,-55.791993574814555,42.39187887197975,0.28925,-14.516278227910796,-111.58398714962911,84.7837577439595,stable/uncertain,0.21075
82,golf-5,1733.611797417508,1686.932857323623,1769.9651454505379,-5.122991892805367,-39.77422705220016,45.4224006459398,0.2915,-10.245983785610735,-79.54845410440032,90.8448012918796,stable/uncertain,0.20850000000000002
195,stankot3,1750.3708158842799,1732.2700032408452,1787.8190492243707,-6.019225432506205,-44.42786299533403,37.01295313546538,0.29225,-12.03845086501241,-88.85572599066806,74.02590627093076,stable/uncertain,0.20775
183,sandrinod,1722.91102405173,1646.963849102828,1769.269241818012,-4.272507736438368,-38.60186909304774,51.386926888189166,0.29275,-8.545015472876736,-77.20373818609548,102.77385377637833,stable/uncertain,0.20725
3,ainruk,1778.345612678317,1734.569262135832,1895.5624993168108,-7.5450623451994225,-59.04564080801524,44.3424567137407,0.2945,-15.090124690398845,-118.09128161603049,88.6849134274814,stable/uncertain,0.20550000000000002
144,miagmasuren,1737.8591264942208,1699.4691817802698,1768.5044552683985,-5.363135786881537,-44.13354780809689,43.5109307961406,0.29675,-10.726271573763073,-88.26709561619379,87.0218615922812,stable/uncertain,0.20325
115,kmahesh,1748.2877365196912,1731.4736829094577,1778.7219009719718,-5.56517103172833,-45.70243201472146,42.66064946522172,0.297,-11.13034206345666,-91.40486402944292,85.32129893044343,stable/uncertain,0.203
17,antonsokolov,1752.0368888053918,1732.2618951077852,1800.260558576815,-5.4402815389085415,-45.95046097771162,45.728027842085226,0.301,-10.880563077817083,-91.90092195542324,91.45605568417045,stable/uncertain,0.199
21,atthewm,1740.1253862228186,1709.6087471325698,1764.090771458792,-4.974550002625721,-46.14137860506939,45.218007289564895,0.305,-9.949100005251442,-92.28275721013878,90.43601457912979,stable/uncertain,0.195
87,hannydee,1758.6959244443428,1734.204816911469,1824.6757576057564,-6.5102072818052035,-52.79251651596223,40.616162484571156,0.30525,-13.020414563610407,-105.58503303192445,81.23232496914231,stable/uncertain,0.19474999999999998
54,ding70,1748.5324984565073,1732.2292102895976,1783.811803789906,-5.806275789747139,-46.28215628630504,35.59806539118814,0.3055,-11.612551579494278,-92.56431257261008,71.19613078237629,stable/uncertain,0.1945
90,hashol,1751.6102108062873,1730.749692326288,1794.3815507649272,-5.3323346781047825,-43.89593401915296,41.99559368947518,0.30625,-10.664669356209565,-87.79186803830592,83.99118737895036,stable/uncertain,0.19374999999999998
